hardware,metric,baseline_mean,baseline_std,adaptive_mean,adaptive_std,delta_mean,delta_pct,lower_is_better,winner
pixel3,IGD+,0.000325,0.000074,0.000278,0.000153,-0.000047,-14.49,True,Adaptive
pixel3,HV,0.969417,0.001384,0.969268,0.001123,-0.000149,-0.02,False,Baseline
pixel3,Spread,1.391333,0.024690,1.393405,0.011548,+0.002072,+0.15,True,Baseline
pixel3,n_on_true_pf,25,,26,,+1,+4.0,,Tie
