generation,gd,igd,igd_plus,hv,spread
1,0.027813,0.027535,0.001313,1.030160,1.046370
2,0.029998,0.020039,0.002128,1.035267,0.955967
3,0.023050,0.047751,0.029826,1.043574,1.260136
4,0.013563,0.046828,0.029881,1.045765,1.176131
5,0.010929,0.039198,0.029832,1.046290,1.290758
6,0.014019,0.017047,0.001824,1.053457,1.386751
7,0.013610,0.014787,0.001895,1.053741,1.438362
8,0.011200,0.013528,0.002407,1.054283,1.521357
9,0.008623,0.009625,0.002448,1.048699,1.569001
10,0.008879,0.009433,0.002544,1.048721,1.624553
11,0.009080,0.011011,0.000871,1.048951,1.689308
12,0.003197,0.015164,0.000929,1.049235,1.704494
13,0.002972,0.015164,0.000929,1.049239,1.743712
14,0.002354,0.012536,0.001014,1.049443,1.720107
15,0.002588,0.012536,0.001014,1.049443,1.720107
16,0.002631,0.012384,0.001011,1.049494,1.715939
17,0.002807,0.012205,0.001011,1.049495,1.715936
18,0.002817,0.011486,0.000296,1.049540,1.696415
19,0.002725,0.011375,0.000296,1.049810,1.701988
20,0.002707,0.011323,0.000312,1.049811,1.703179
21,0.002810,0.011281,0.000330,1.049813,1.703890
22,0.001950,0.011276,0.000330,1.049823,1.698863
23,0.002527,0.010590,0.000330,1.049853,1.694511
24,0.002827,0.010590,0.000330,1.049853,1.694511
25,0.003181,0.010538,0.000312,1.049912,1.694530
26,0.003295,0.010538,0.000312,1.049912,1.694530
27,0.003479,0.009553,0.000229,1.050041,1.680989
28,0.003479,0.009553,0.000229,1.050041,1.680989
29,0.003479,0.009553,0.000229,1.050041,1.680989
30,0.003501,0.009553,0.000229,1.050041,1.680989
31,0.003501,0.009553,0.000229,1.050041,1.680989
32,0.003501,0.009553,0.000229,1.050041,1.680989
33,0.005076,0.008753,0.000086,1.050077,1.629309
34,0.006264,0.008753,0.000086,1.050077,1.629309
35,0.006264,0.008753,0.000086,1.050077,1.629309
36,0.006264,0.008753,0.000086,1.050077,1.629309
37,0.006207,0.008753,0.000086,1.050077,1.629309
38,0.007636,0.008663,0.000086,1.050092,1.628813
39,0.005569,0.008616,0.000070,1.050094,1.628813
40,0.005603,0.008616,0.000070,1.050094,1.628813
41,0.005603,0.008616,0.000070,1.050094,1.628813
42,0.005667,0.008590,0.000070,1.050094,1.628922
43,0.005667,0.008590,0.000070,1.050094,1.628922
44,0.005667,0.008590,0.000070,1.050094,1.628922
45,0.005667,0.008590,0.000070,1.050094,1.628922
46,0.005717,0.008590,0.000061,1.050095,1.628663
47,0.005717,0.008590,0.000061,1.050095,1.628663
48,0.005655,0.010689,0.000559,1.050435,1.657002
49,0.013191,0.009917,0.000559,1.050469,1.616456
50,0.002813,0.006488,0.000562,1.050591,1.667127
51,0.003063,0.006488,0.000562,1.050591,1.667127
52,0.003063,0.006488,0.000562,1.050591,1.667127
53,0.003063,0.006488,0.000562,1.050591,1.667127
54,0.003181,0.006488,0.000562,1.050591,1.667127
55,0.003181,0.006488,0.000562,1.050591,1.667127
56,0.003181,0.006488,0.000562,1.050591,1.667127
57,0.003181,0.006488,0.000562,1.050591,1.667127
58,0.003181,0.006488,0.000562,1.050591,1.667127
59,0.002865,0.005897,0.000631,1.049636,1.670112
60,0.003114,0.005897,0.000631,1.049636,1.670112
61,0.002992,0.005897,0.000631,1.049636,1.670112
62,0.002992,0.005897,0.000631,1.049636,1.670112
63,0.002992,0.005897,0.000631,1.049636,1.670112
64,0.002992,0.005897,0.000631,1.049636,1.670112
65,0.002992,0.005897,0.000631,1.049636,1.670112
66,0.002865,0.005596,0.000559,1.049640,1.665930
67,0.002731,0.005596,0.000559,1.049640,1.665930
68,0.002731,0.005596,0.000559,1.049640,1.665930
69,0.002731,0.005596,0.000559,1.049640,1.665930
70,0.002731,0.005596,0.000559,1.049640,1.665930
71,0.002731,0.005596,0.000559,1.049640,1.665930
72,0.002731,0.005596,0.000559,1.049640,1.665930
73,0.002731,0.005596,0.000559,1.049640,1.665930
74,0.002731,0.005596,0.000559,1.049640,1.665930
75,0.002731,0.005596,0.000559,1.049640,1.665930
76,0.002731,0.005596,0.000559,1.049640,1.665930
77,0.002731,0.005596,0.000559,1.049640,1.665930
78,0.002731,0.005596,0.000559,1.049640,1.665930
79,0.002731,0.005596,0.000559,1.049640,1.665930
80,0.002731,0.005596,0.000559,1.049640,1.665930
81,0.000866,0.005589,0.000559,1.049657,1.650075
82,0.000848,0.005589,0.000559,1.049657,1.660909
83,0.000839,0.005589,0.000559,1.049657,1.665995
84,0.000839,0.005589,0.000559,1.049657,1.665995
85,0.000839,0.005589,0.000559,1.049657,1.665995
86,0.000839,0.005589,0.000559,1.049657,1.665995
87,0.000839,0.005589,0.000559,1.049657,1.665995
88,0.000839,0.005589,0.000559,1.049657,1.665995
89,0.000839,0.005589,0.000559,1.049657,1.665995
90,0.000839,0.005589,0.000559,1.049657,1.665995
91,0.001187,0.005589,0.000559,1.049657,1.665995
92,0.001187,0.005589,0.000559,1.049657,1.665995
93,0.001187,0.005589,0.000559,1.049657,1.665995
94,0.001187,0.005589,0.000559,1.049657,1.665995
95,0.001187,0.005589,0.000559,1.049657,1.665995
96,0.001678,0.005589,0.000559,1.049657,1.665995
97,0.001877,0.005589,0.000559,1.049657,1.665995
98,0.001877,0.005589,0.000559,1.049657,1.665995
99,0.001877,0.005589,0.000559,1.049657,1.665995
100,0.001877,0.005589,0.000559,1.049657,1.665995
