generation,gd,igd,igd_plus,hv,spread
1,0.289200,0.046385,0.002838,1.081683,0.907569
2,0.112544,0.085588,0.007891,0.882667,0.503386
3,0.060097,0.094201,0.042508,0.864119,0.656936
4,0.090245,0.084491,0.044675,0.930474,0.627192
5,0.101450,0.068064,0.037448,0.955758,0.762530
6,0.092538,0.044287,0.004343,0.966266,0.755916
7,0.092595,0.040562,0.000000,0.966734,0.903260
8,0.056161,0.038442,0.004343,0.937082,1.071834
9,0.056609,0.035637,0.004343,0.941383,1.138165
10,0.056948,0.033493,0.004343,0.944439,1.239456
11,0.052268,0.029042,0.000000,0.945824,1.235713
12,0.047446,0.028706,0.000000,0.947636,1.249288
13,0.043286,0.028706,0.000000,0.948059,1.174515
14,0.034717,0.026949,0.000000,0.953786,1.136409
15,0.031821,0.026949,0.000000,0.953910,1.233159
16,0.029568,0.025955,0.000000,0.951859,1.155186
17,0.033259,0.025955,0.000000,0.951859,1.234807
18,0.035646,0.025662,0.000000,0.952144,1.269254
19,0.036529,0.023845,0.001638,0.953410,1.328506
20,0.036956,0.021012,0.001638,0.957051,1.341665
21,0.042848,0.021012,0.001638,0.958399,1.340474
22,0.044233,0.018099,0.000000,0.958620,1.300431
23,0.045926,0.018069,0.000000,0.958649,1.300432
24,0.045121,0.018069,0.000000,0.958649,1.300432
25,0.044525,0.016367,0.000000,0.960180,1.300466
26,0.044838,0.015519,0.000000,0.961071,1.340532
27,0.044780,0.015519,0.000000,0.961071,1.340532
28,0.046212,0.015519,0.000000,0.961071,1.340532
29,0.048639,0.015519,0.000000,0.961071,1.340532
30,0.048390,0.015519,0.000000,0.961071,1.340532
31,0.048257,0.015519,0.000000,0.961173,1.318420
32,0.046909,0.014158,0.000000,0.962916,1.318675
33,0.042018,0.013310,0.000000,0.964694,1.358788
34,0.041710,0.013310,0.000000,0.964694,1.358788
35,0.041645,0.013310,0.000000,0.964694,1.358788
36,0.040605,0.013310,0.000000,0.964694,1.358788
37,0.040605,0.013310,0.000000,0.964694,1.358788
38,0.040605,0.013310,0.000000,0.964694,1.358788
39,0.040605,0.013310,0.000000,0.964694,1.358788
40,0.039718,0.013310,0.000000,0.964694,1.358788
41,0.023752,0.013310,0.000000,0.964826,1.241419
42,0.022060,0.011101,0.000000,0.965383,1.319114
43,0.021511,0.011101,0.000000,0.965383,1.358301
44,0.022710,0.011101,0.000000,0.965383,1.358301
45,0.021699,0.011101,0.000000,0.965407,1.358293
46,0.021831,0.011101,0.000000,0.965407,1.358293
47,0.022901,0.011101,0.000000,0.965407,1.358293
48,0.017309,0.008658,0.000000,0.960466,1.293829
49,0.016259,0.008658,0.000000,0.960466,1.405327
50,0.017866,0.008658,0.000000,0.960466,1.405327
51,0.011580,0.007669,0.002409,0.962405,1.445928
52,0.011971,0.007669,0.002409,0.962405,1.445928
53,0.012210,0.007669,0.002409,0.962405,1.445928
54,0.010992,0.007669,0.002409,0.962405,1.445928
55,0.011252,0.007669,0.002409,0.962405,1.445928
56,0.011506,0.007669,0.002409,0.962405,1.445928
57,0.011506,0.007669,0.002409,0.962405,1.445928
58,0.012027,0.007669,0.002409,0.962405,1.445928
59,0.012322,0.007669,0.002409,0.962405,1.445928
60,0.012555,0.007669,0.002409,0.962405,1.445928
61,0.012783,0.007669,0.002409,0.962405,1.445928
62,0.013175,0.007669,0.002409,0.962405,1.445928
63,0.013175,0.007669,0.002409,0.962405,1.445928
64,0.013175,0.007669,0.002409,0.962405,1.445928
65,0.013175,0.007669,0.002409,0.962405,1.445928
66,0.012954,0.007669,0.002409,0.962405,1.445928
67,0.012954,0.007669,0.002409,0.962405,1.445928
68,0.012499,0.007669,0.002409,0.962405,1.445928
69,0.012027,0.007669,0.002409,0.962405,1.445928
70,0.012027,0.007669,0.002409,0.962405,1.445928
71,0.011928,0.007155,0.002409,0.963036,1.445957
72,0.011433,0.007155,0.002409,0.963036,1.445957
73,0.011177,0.007155,0.002409,0.963036,1.445957
74,0.010915,0.007155,0.002409,0.963036,1.445957
75,0.010647,0.007155,0.002409,0.963036,1.445957
76,0.010647,0.007155,0.002409,0.963036,1.445957
77,0.010089,0.007155,0.002409,0.963036,1.445957
78,0.009798,0.007155,0.002409,0.963036,1.445957
79,0.009498,0.007155,0.002409,0.963036,1.445957
80,0.009189,0.007155,0.002409,0.963036,1.445957
81,0.008868,0.007155,0.002409,0.963036,1.445957
82,0.008536,0.007155,0.002409,0.963036,1.445957
83,0.008536,0.007155,0.002409,0.963036,1.445957
84,0.008536,0.007155,0.002409,0.963036,1.445957
85,0.008536,0.007155,0.002409,0.963036,1.445957
86,0.008536,0.007155,0.002409,0.963036,1.445957
87,0.008536,0.007155,0.002409,0.963036,1.445957
88,0.007904,0.006807,0.002409,0.963315,1.446003
89,0.008247,0.006807,0.002409,0.963315,1.446003
90,0.008247,0.006807,0.002409,0.963315,1.446003
91,0.008247,0.006807,0.002409,0.963315,1.446003
92,0.008247,0.006807,0.002409,0.963315,1.446003
93,0.008247,0.006807,0.002409,0.963315,1.446003
94,0.007729,0.005809,0.002409,0.964289,1.446126
95,0.007684,0.005809,0.002409,0.964289,1.446126
96,0.007819,0.003961,0.000000,0.964352,1.405411
97,0.007819,0.003961,0.000000,0.964352,1.405411
98,0.007819,0.003961,0.000000,0.964352,1.405411
99,0.007951,0.003961,0.000000,0.964352,1.405411
100,0.007951,0.003961,0.000000,0.964352,1.405411
